Practice name,Practice Code,Practice Population,Lat,Lon,NHSE OC Provider,Manual OC Provider,Most likely OC Provider
BROOMHILL SURGERY,C88028,10096,53.3770120666325,-1.50447863106487,Accurx,Accurx,Accurx
DUKE MEDICAL CENTRE,C88030,8250,53.3785575611032,-1.4556576488452,Accurx,Accurx,Accurx
UPPERTHORPE MEDICAL CENTRE,C88031,13915,53.3896839582196,-1.48741754683262,Accurx,Accurx,Accurx
CHARNOCK HEALTH PRIMARY CARE CENTRE,C88032,5595,53.3434578749266,-1.42247406106251,Accurx,Accurx,Accurx
NETHERGREEN SURGERY,C88034,9106,53.3682211359869,-1.52759661280474,Accurx,Accurx,Accurx
FIRTH PARK SURGERY,C88035,10750,53.4173394929692,-1.44561211214805,Accurx,Accurx,Accurx
HANDSWORTH MEDICAL PRACTICE,C88036,10580,53.3720310526711,-1.3821350171922,Accurx,Accurx,Accurx
STEEL CITY GENERAL PRACTICE,C88037,14400,53.3163709772101,-1.5309681604551,Accurx; SystmConnect,SystmConnect,SystmConnect
THE MATHEWS PRACTICE BELGRAVE,C88038,5988,53.3665923053134,-1.47180819502172,SystmConnect,SystmConnect,SystmConnect
ECCLESFIELD GROUP PRACT,C88039,8940,53.4447903635483,-1.46442802185954,Accurx,Accurx,Accurx
OUGHTIBRIDGE SURGERY,C88040,6143,53.4358715627014,-1.5410526625382,Accurx,Accurx,Accurx
WOODSEATS MEDICAL CENTRE,C88041,12914,53.3399070720407,-1.48030653704591,Accurx,Accurx,Accurx
TRAMWAYS AND MIDDLEWOOD MEDICAL CENTRES,C88043,10983,53.418982015461,-1.5152003667728,Accurx,Accurx,Accurx
MANCHESTER ROAD SURGERY,C88044,5415,53.3804729528862,-1.52052817259572,Klinik,Klinik,Klinik
DYKES HALL MEDICAL CENTRE,C88045,8791,53.4061598012202,-1.50782939444527,Accurx,Accurx,Accurx
BEAUCHIEF MEDICAL PRACTICE,C88046,6911,53.3390842228511,-1.48311838456357,Accurx; Silicon Health FootFall,Accurx,Accurx
WINCOBANK MEDICAL CENTRE,C88047,7662,53.4196300120837,-1.41634261299699,Accurx,Accurx,Accurx
BURNGREAVE SURGERY,C88048,8074,53.3928794712552,-1.45897137577027,Accurx,Accurx,Accurx
ELM LANE SURGERY,C88049,5965,53.4217934705285,-1.45978445429353,Anima,Anima,Anima
JAUNTY SPRINGS HEALTH CENTRE,C88050,3518,53.348081947006,-1.41846960597348,Accurx,Accurx,Accurx
PAGE HALL MEDICAL CENTRE,C88051,7978,53.4077337060159,-1.44740443151029,Accurx,Accurx,Accurx
HOLLIES MEDICAL CENTRE,C88052,10996,53.3634654290356,-1.49500564752866,Accurx,Accurx,Accurx
FALKLAND HOUSE SURGERY,C88053,3972,53.3605559025699,-1.51443306143398,Accurx,Accurx,Accurx
GRENOSIDE SURGERY,C88054,7777,53.4367228364136,-1.49601389542243,Accurx,Accurx,Accurx
HAROLD STREET MEDICAL CENTRE,C88059,2533,53.3931843902068,-1.49292962095718,Accurx; Anima,Anima,Anima
SHARROW LANE MEDICAL CENTRE,C88060,4977,53.3672047254058,-1.48114256483546,Accurx,Accurx,Accurx
RUSTLINGS ROAD MEDICAL CENTRE,C88062,4582,53.3677159661133,-1.51150664206705,Accurx,Accurx,Accurx
CLOVER GROUP PRACTICE,C88069,15845,53.3848335213523,-1.40884418268848,,Anima,Anima
SHIREGREEN MEDICAL CENTRE,C88070,7927,53.4295276168546,-1.44087949921208,Accurx,Accurx,Accurx
WOODHOUSE MEDICAL CENTRE,C88072,11929,53.3576506026528,-1.37204504589786,Accurx,Accurx,Accurx
HEELEY GREEN SURGERY,C88073,5234,53.3589662766756,-1.46274171023412,Anima,Anima,Anima
DEEPCAR MEDICAL CENTRE,C88074,5166,53.4801931586169,-1.57833981089884,Accurx,Accurx,Accurx
DEVONSHIRE GREEN MEDICAL CENTRE,C88076,9325,53.3795548341635,-1.47821027282114,Accurx,Accurx,Accurx
GREEN CROSS GROUP PRACTICE,C88077,7840,53.4226151269839,-1.48781282226408,Anima,,Anima
MOSBOROUGH HEALTH CENTRE,C88078,7122,53.3254953561419,-1.36467791850548,Accurx,Accurx,Accurx
CROOKES PRACTICE,C88079,8390,53.3837955226893,-1.50140314796756,Accurx,Accurx,Accurx
CARRFIELD MEDICAL CENTRE,C88082,6448,53.3590450720009,-1.46449479852492,,Archvale,Archvale
SELBORNE ROAD MEDICAL CENTRE,C88083,2364,53.3787260529032,-1.51786074148072,Accurx,Accurx,Accurx
CLOVER NORTH DARNALL HEALTH CENTRE,C88084,3090,53.3881791935136,-1.41042292445821,Anima,Anima,Anima
RICHMOND MEDICAL CENTRE,C88085,9709,53.3612982773632,-1.40772969771151,Accurx,Accurx,Accurx
SOUTHEY GREEN MEDICAL CTR,C88086,2607,53.4189621978957,-1.47851380049536,,Accurx,Accurx
DOVERCOURT GROUP PRACTICE,C88087,9455,53.3735483216312,-1.44125134821094,Accurx,,Accurx
EAST BANK MEDICAL CENTRE,C88088,7640,53.3585287716204,-1.43847061064252,Accurx,Accurx,Accurx
MANOR AND PARK GROUP PRACTICE,C88090,8031,53.3755195613521,-1.42771870257144,Accurx,Accurx,Accurx
BARNSLEY ROAD SURGERY,C88091,2322,53.4246511106201,-1.45672497389934,Accurx,Accurx,Accurx
VALLEY MEDICAL CENTRE,C88092,9563,53.4819765935093,-1.59501841481288,Accurx,Accurx,Accurx
MILL ROAD SURGERY,C88095,5523,53.444858255544,-1.46411340592628,Accurx,Accurx,Accurx
SHEFFIELD MEDICAL CENTRE,C88622,2978,53.3903656075207,-1.46092024627891,Accurx,Accurx,Accurx
UNIVERSITY HEALTH SERVICE HEALTH CENTRE,C88627,34025,53.3803023278866,-1.48271404242832,Accurx; Anima,Accurx,Accurx
VERITAS HEALTH CENTRE,C88631,1393,53.3545774393938,-1.48016665370707,SystmConnect,,SystmConnect
THE THORPE PRACTICE,C88647,10615,53.3386705648237,-1.37586211657889,Accurx,Accurx,Accurx
CRYSTAL PEAKS MEDICAL CENTRE,C88648,7194,53.3428861167463,-1.35447516582718,Accurx,Accurx,Accurx
GREYSTONES MEDICAL CENTRE,C88652,4212,53.3638010321382,-1.51043232432846,Accurx,Accurx,Accurx
THE MEDICAL CENTRE DR OKORIE,C88655,1151,53.4108123974617,-1.39677966880857,Accurx,,Accurx
LENSFIELD MEDICAL PRACTICE,D81001,14289,52.1983649182099,0.124448879341135,Accurx,,Accurx
HUNTINGDON ROAD SURGERY,D81002,23808,52.2140347313836,0.110089655220933,Accurx,Accurx,Accurx
YORK STREET MEDICAL PRACTICE,D81003,10868,52.2068810040018,0.140823203723815,Accurx,,Accurx
ALCONBURY SURGERY,D81004,14676,52.3714024032696,-0.258629881882326,Accurx,Accurx,Accurx
NEWNHAM WALK SURGERY,D81005,15024,52.1992806415588,0.110502801358106,Accurx,Accurx,Accurx
NORTH BRINK PRACTICE,D81008,18878,52.6651810453172,0.156382884502095,Klinik,Klinik,Klinik
PRIORY FIELDS SURGERY,D81010,11133,52.3322720754599,-0.179855828923958,Evergreen Health,Patchs,Patchs
CLARKSON SURGERY,D81011,9207,52.6692489325642,0.162588102380515,Accurx,Accurx,Accurx
CORNFORD HOUSE SURGERY,D81012,11341,52.1862352248219,0.154665457013802,Accurx,,Accurx
TRUMPINGTON STREET MEDICAL PRACTICE,D81013,21032,52.203367961162,0.117750544321126,Accurx,Accurx,Accurx
STAPLOE MEDICAL CENTRE,D81014,23721,52.3352037141487,0.343095395786695,Evergreen Health,askmyGP,askmyGP
PARSON DROVE SURGERY,D81015,7020,52.6599851527109,0.0478705454717611,SystmConnect,SystmConnect,SystmConnect
ARBURY ROAD SURGERY,D81016,12574,52.2258600293837,0.128060135485079,Accurx,Accurx,Accurx
MILL ROAD SURGERY,D81017,9247,52.197163004629,0.150584599320395,Accurx,Accurx,Accurx
"ORCHARD SURGERY,MELBOURN",D81018,8279,52.0802595168022,0.0188191374689745,Accurx,,Accurx
ST. GEORGE'S MEDICAL CENTRE,D81021,13015,52.4584796398712,0.302120312851524,Evergreen Health,,Evergreen Health
JENNER HEALTHCARE,D81022,17462,52.6221340240992,-0.102316964956815,Accurx,Accurx,Accurx
CHERRY HINTON MEDICAL CENTRE,D81025,9271,52.1877162622751,0.176360131097818,Accurx,Accurx,Accurx
BOROUGHBURY MEDICAL CENTRE,D81026,47981,52.5778861318371,-0.244446775251854,Accurx,Accurx,Accurx
WELLSIDE SURGERY,D81027,8065,52.4411192097458,-0.285057724406699,Accurx,Accurx,Accurx
FIRS HOUSE SURGERY,D81028,13085,52.2454077771632,0.109058443046837,Accurx,Accurx,Accurx
OLD FLETTON SURGERY,D81029,13415,52.5583240246922,-0.234198569162776,eConsult,Patchs,Patchs
GROVE MEDICAL PRACTICE,D81030,15099,52.324254563488,-0.0701421466364093,Anima,Anima,Anima
YAXLEY GROUP PRACTICE,D81031,20775,52.517734185992,-0.253276903117208,Anima,Anima,Anima
OVER SURGERY,D81033,5003,52.3149690840684,0.0126557166196574,Accurx,Accurx,Accurx
ST MARY'S SURGERY,D81034,18900,52.3981725431431,0.257593918728398,Evergreen Health,askmyGP,askmyGP
COMBERTON SURGERY,D81035,10049,52.1909147098878,0.0187374025274709,Accurx,Accurx,Accurx
PRIORS FIELD SURGERY,D81036,5122,52.3889166837623,0.123579784623793,Evergreen Health,askmyGP,askmyGP
BRIDGE STREET MEDICAL CENTRE,D81037,11477,52.2077042514834,0.118630043125285,Accurx,Accurx,Accurx
KIMBOLTON MEDICAL CENTRE,D81038,7326,52.3021886880257,-0.389855627025615,Accurx,Patchs,Patchs
BOURN SURGERY,D81041,6904,52.1931549329494,-0.0634036520987266,Accurx,Accurx,Accurx
WATERBEACH AND COTTENHAM SURGERIES,D81042,9649,52.2708886587446,0.195470804619059,Accurx,Accurx,Accurx
GRANTA MEDICAL PRACTICES,D81043,58759,52.1155546578621,0.170012974873907,Accurx,Accurx,Accurx
NUFFIELD ROAD MEDICAL CENTRE,D81044,13940,52.2252465435538,0.151970843068251,Accurx,Accurx,Accurx
BUCKDEN SURGERY,D81045,10518,52.2911179587693,-0.253642178356165,Accurx,Accurx,Accurx
NEW QUEEN STREET SURGERY,D81046,19386,52.5578404203837,-0.124969100341325,Anima,,Anima
ASHWELL SURGERY,D81047,8089,52.0424005544069,-0.156329481008411,Accurx,Accurx,Accurx
SPINNEY SURGERY,D81049,11797,52.3353304237883,-0.0777622945144307,SystmConnect,SystmConnect,SystmConnect
THE HICKS GROUP PRACTICE,D81050,17160,52.3340483223027,-0.187195012292197,Accurx,Accurx,Accurx
BURWELL SURGERY,D81051,9721,52.2745769960863,0.330015660876448,Evergreen Health,askmyGP,askmyGP
CORNERSTONE PRACTICE,D81052,9593,52.5488575289099,0.0913220824188087,Anima,Anima,Anima
RED HOUSE SURGERY,D81054,20752,52.2149874089527,0.129633699518239,Accurx,Accurx,Accurx
BOTTISHAM MEDICAL PRACTICE,D81055,5846,52.2251287577995,0.261167809635393,Accurx,Accurx,Accurx
PETERSFIELD MEDICAL PRACTICE,D81056,7028,52.2015360231933,0.134083227765341,Accurx,Accurx,Accurx
LAKESIDE HEALTHCARE ST NEOTS,D81057,20939,52.2293931527679,-0.265275721758598,Anima,Anima,Anima
HARSTON SURGERY,D81058,7774,52.1377917698449,0.0751528572178457,Accurx,,Accurx
RAMSEY HEALTH CENTRE,D81059,7707,52.4490190038216,-0.109090354295452,Accurx,Accurx,Accurx
MOAT HOUSE SURGERY,D81060,7551,52.4009133159247,-0.0843795658155181,Accurx,Accurx,Accurx
GEORGE CLARE SURGERY,D81061,12030,52.4575443260351,0.0520782810039113,Patchs,Patchs,Patchs
HADDENHAM SURGERY,D81062,8143,52.3581179424412,0.147083783088216,Evergreen Health,askmyGP,askmyGP
MERCHEFORD HOUSE,D81064,7067,52.5488338318572,0.0916454485357069,Accurx,Accurx,Accurx
NIGHTINGALE MEDICAL CENTRE,D81065,7171,52.5991314185131,-0.23110425702773,Accurx,,Accurx
QUEEN EDITH MEDICAL PRACTICE,D81066,10758,52.1798125112935,0.152336397337646,Accurx,Accurx,Accurx
WOODLANDS SURGERY,D81070,11217,52.1951730276678,0.126930475098009,Accurx,Accurx,Accurx
WESTWOOD CLINIC,D81073,5761,52.5906174563724,-0.270619888423933,Accurx,Accurx,Accurx
MAPLE SURGERY BAR HILL HEALTH CENTRE,D81078,4132,52.2529372256051,0.0183585696690836,SystmConnect,SystmConnect,SystmConnect
GREAT STAUGHTON SURGERY,D81081,5394,52.2677499701807,-0.343518286562284,Accurx,Accurx,Accurx
ALMOND ROAD SURGERY,D81082,7970,52.232884410639,-0.261786167676617,Accurx; SystmConnect,Accurx,Accurx
WILLINGHAM MEDICAL PRACTICE,D81084,12397,52.312721807805,0.06007268348565,Accurx,Accurx,Accurx
PAPWORTH SURGERY,D81085,7484,52.2519609118555,-0.118426100337275,Accurx,Accurx,Accurx
EAST BARNWELL HEALTH CENTRE,D81086,7912,52.2148451283077,0.169034617936471,Accurx,Accurx,Accurx
RIVERSIDE PRACTICE,D81603,7484,52.5509834176804,0.0829416995505658,Accurx,Accurx,Accurx
RIVERPORT MEDICAL PRACTICE,D81606,13454,52.3436908867903,-0.0749039131498344,SystmConnect,,SystmConnect
SWAVESEY SURGERY,D81607,3590,52.2889525078059,-0.0035386558852964,Accurx,,Accurx
FENLAND GROUP PRACTICE,D81611,13593,52.4824402393825,0.178847679412804,Accurx,Accurx,Accurx
MILTON SURGERY,D81612,4995,52.2403993198987,0.161243297575333,Accurx,Accurx,Accurx
THORPE ROAD,D81615,11652,52.5728981394829,-0.256634005036385,Accurx,Accurx,Accurx
AILSWORTH MEDICAL CENTRE,D81618,3400,52.5772045930505,-0.35205284292408,Accurx,,Accurx
TRINITY SURGERY,D81622,14735,52.6657002470611,0.163906575052616,Accurx,Accurx,Accurx
THISTLEMOOR MEDICAL CENTRE,D81625,32447,52.5941887992698,-0.256039952791806,Engage GP,Engage GP,Engage GP
WILLOW TREE SURGERY,D81629,6496,52.5442395356406,-0.30271960556692,Accurx,Accurx,Accurx
HAMPTON MEDICAL CENTRE,D81630,13132,52.5390241863791,-0.263623864574114,Accurx,Accurx,Accurx
CENTRAL MEDICAL CENTRE,D81631,15185,52.5870003231401,-0.24597737700896,Engage GP,Engage GP,Engage GP
ACORN SURGERY,D81633,11347,52.3453575463019,-0.176558337323196,Accurx,,Accurx
MONKFIELD MEDICAL PRACTICE,D81637,14182,52.2187784084074,-0.0659782983939215,Accurx,Accurx,Accurx
THE GRANGE MEDICAL CENTRE,D81645,2754,52.5786797188713,-0.262572531589309,Anima,,Anima
HOLT MEDICAL PRACTICE,D82001,14262,52.9147970781621,1.11546995388286,Accurx,Accurx,Accurx
GROVE SURGERY,D82002,12415,52.4146452537585,0.751648054271596,Silicon Health FootFall,Silicon Health FootFall,Silicon Health FootFall
BEACHES MEDICAL CENTRE,D82003,24823,52.5771237751717,1.72773414294173,Silicon Health FootFall,Silicon Health FootFall,Silicon Health FootFall
CROMER GROUP PRACTICE,D82004,12056,52.9244568289956,1.30788845086984,SystmConnect,SystmConnect,SystmConnect
SHERINGHAM MEDICAL PRACTICE,D82005,9375,52.939608629983,1.21322311480065,SystmConnect,SystmConnect,SystmConnect
CHET VALLEY MEDICAL PRACTICE,D82006,8902,52.5345957533484,1.47392905720635,Accurx,Accurx,Accurx
EAST NORFOLK MEDICAL PRACTICE,D82007,25133,52.6202725058004,1.72685135239392,SystmConnect,SystmConnect,SystmConnect
ST STEPHENS GATE MEDICAL PARTNERSHIP,D82008,19147,52.6237777041517,1.28815124482492,Silicon Health FootFall,Silicon Health FootFall,Silicon Health FootFall
STALHAM STAITHE SURGERY,D82009,7106,52.770184873701,1.51866503914642,Accurx,Accurx,Accurx
GRIMSTON MEDICAL CENTRE,D82010,5309,52.7736791269217,0.549317839110595,Accurx,,Accurx
CASTLE PARTNERSHIP,D82011,17697,52.6340714950826,1.29863558538711,Silicon Health FootFall,Silicon Health FootFall,Silicon Health FootFall
MAGDALEN MEDICAL PRACTICE,D82012,14666,52.6427018392914,1.29811745527111,Silicon Health FootFall,Anima,Anima
OLD CATTON MEDICAL PRACTICE,D82013,8817,52.6675948432572,1.30074765233744,Silicon Health FootFall,Silicon Health FootFall,Silicon Health FootFall
BRIDGE STREET SURGERY,D82015,8416,52.6029082975738,0.375651448851443,Accurx,Accurx,Accurx
MARKET SURGERY,D82016,10043,52.7918285506596,1.25303505509192,SystmConnect,SystmConnect,SystmConnect
TRINITY & BOWTHORPE MEDICAL PRACTICE,D82017,11277,52.6244107174747,1.28024768681532,Silicon Health FootFall,Silicon Health FootFall,Silicon Health FootFall
HELLESDON MEDICAL PRACTICE,D82018,11159,52.6698186953666,1.25419524546745,Silicon Health FootFall,Silicon Health FootFall,Silicon Health FootFall
THE MILLWOOD PARTNERSHIP,D82019,19441,52.5857630508659,1.69894754829408,Silicon Health FootFall,Silicon Health FootFall,Silicon Health FootFall
ORCHARD SURGERY,D82020,13008,52.6796260845459,0.943657886240806,Anima; Silicon Health FootFall,Silicon Health FootFall,Silicon Health FootFall
LAWNS PRACTICE,D82022,7178,52.3788535211494,1.10893091070165,Accurx,,Accurx
ROUNDWELL MEDICAL CENTRE,D82023,15043,52.6482138294823,1.20397061191922,SystmConnect,SystmConnect,SystmConnect
MARRIOTT'S MEDICAL PRACTICES,D82024,13079,52.6814892817581,1.19618229068449,SystmConnect,SystmConnect,SystmConnect
HOVETON & WROXHAM MEDICAL CENTRE,D82025,10177,52.717719092687,1.42219341034285,Accurx,Accurx,Accurx
LAKENHAM SURGERY,D82026,8715,52.6183000251477,1.29657695940355,Silicon Health FootFall,Silicon Health FootFall,Silicon Health FootFall
HEACHAM GROUP PRACTICE,D82027,7609,52.9100200898669,0.490076723312138,Accurx,Accurx,Accurx
LUDHAM AND STALHAM GREEN SURGERIES,D82028,5915,52.7083689033823,1.534931537406,Accurx,Accurx,Accurx
DRAYTON MEDICAL PRACTICE,D82029,19300,52.6786762112029,1.22629574289093,Accurx,Accurx,Accurx
REEPHAM & AYLSHAM MEDICAL PRACTICE,D82030,8933,52.7631409522235,1.10683527878639,SystmConnect,SystmConnect,SystmConnect
PARISH FIELDS PRACTICE,D82031,8143,52.3788535211494,1.10893091070165,Silicon Health FootFall,Silicon Health FootFall,Silicon Health FootFall
BRUNDALL MEDICAL PARTNERSHIP,D82032,8441,52.6226688551908,1.43702174383508,Accurx,Accurx,Accurx
ATTLEBOROUGH SURGERY,D82034,18977,52.516145378013,1.01924383142156,Accurx,Accurx,Accurx
UPWELL HEALTH CENTRE,D82035,10928,52.6008513813693,0.225331333674097,Accurx,Patchs,Patchs
OLD MILL AND MILLGATES MEDICAL PRACTICE,D82036,8986,52.5763181052927,1.337383862438,Silicon Health FootFall,Silicon Health FootFall,Silicon Health FootFall
LONG STRATTON MEDICAL PARTNERSHIP,D82037,11200,52.4925851755748,1.22717501472393,SystmConnect,SystmConnect,SystmConnect
WELLS HEALTH CENTRE,D82038,3299,52.954731062924,0.852810863204498,SystmConnect,SystmConnect,SystmConnect
MATTISHALL AND LENWADE SURGERIES,D82039,8637,52.6590346188591,1.03337662697038,Anima,Anima,Anima
WENSUM VALLEY MEDICAL PRACTICE,D82040,13107,52.6316669114395,1.2414579176462,SystmConnect,SystmConnect,SystmConnect
SCHOOL LANE SURGERY,D82041,10028,52.4124439904271,0.749246255333255,Silicon Health FootFall,Silicon Health FootFall,Silicon Health FootFall
E HARLING & KENNINGHALL MEDICAL PRACTICE,D82042,8652,52.4380298546364,0.932492974504016,Silicon Health FootFall,Silicon Health FootFall,Silicon Health FootFall
WATLINGTON MEDICAL CENTRE,D82043,6729,52.6667985154493,0.391163092460337,Accurx,Accurx,Accurx
VIDA HEALTHCARE,D82044,30022,52.7572917473818,0.42344776728037,SystmConnect,SystmConnect,SystmConnect
WYMONDHAM MEDICAL PARTNERSHIP,D82045,19443,52.5721764788591,1.12166453834413,SystmConnect,SystmConnect,SystmConnect
CHURCH HILL SURGERY,D82046,4495,52.4285272290566,1.22900799405831,Accurx,Accurx,Accurx
OAK STREET MEDICAL PRACT.,D82047,6684,52.6342480634914,1.28970561334163,Silicon Health FootFall,Silicon Health FootFall,Silicon Health FootFall
THORPEWOOD MEDICAL GROUP,D82048,12513,52.6419559925846,1.34107074857842,eConsult,eConsult,eConsult
LITCHAM HEALTH CENTRE,D82049,3497,52.7223062937281,0.79011921245461,Silicon Health FootFall,Silicon Health FootFall,Silicon Health FootFall
THEATRE ROYAL SURGERY,D82050,10941,52.683659198183,0.94203515779342,Silicon Health FootFall,Silicon Health FootFall,Silicon Health FootFall
ST JAMES MEDICAL PRACTICE,D82051,18430,52.7739733124499,0.427565364270117,Silicon Health FootFall,Silicon Health FootFall,Silicon Health FootFall
MUNDESLEY MEDICAL CENTRE,D82053,5776,52.8759513239935,1.43291522074422,SystmConnect,SystmConnect,SystmConnect
FAKENHAM MEDICAL PRACTICE,D82054,15573,52.8389557269945,0.867551390493975,Anima; SystmConnect,SystmConnect,SystmConnect
ELMHAM SURGERY,D82056,9980,52.7516566357386,0.941178046745167,Anima,Anima,Anima
CAMPINGLAND SURGERY,D82057,7142,52.6459974419424,0.690977949227492,Silicon Health FootFall,Silicon Health FootFall,Silicon Health FootFall
COASTAL VILLAGES PRACTICE,D82058,17447,52.6748357983785,1.68518672337812,SystmConnect,SystmConnect,SystmConnect
BIRCHWOOD MEDICAL PRACTICE,D82059,11973,52.8204877875268,1.38268841028823,Accurx,,Accurx
COLTISHALL MEDICAL PRACTICE,D82062,8829,52.7314119189734,1.36315734377436,Silicon Health FootFall,Silicon Health FootFall,Silicon Health FootFall
WATTON MEDICAL PRACTICE,D82063,14127,52.5709194236527,0.826410253993046,Silicon Health FootFall,Silicon Health FootFall,Silicon Health FootFall
HUMBLEYARD PRACTICE,D82064,22550,52.6031673941082,1.23583595807952,SystmConnect,,SystmConnect
MANOR FARM MEDICAL CENTRE,D82065,7880,52.6491601780045,0.691881905011028,Accurx,Accurx,Accurx
PASTON SURGERY,D82066,6661,52.8198371091229,1.38359894127039,SystmConnect,SystmConnect,SystmConnect
THE PARK SURGERY,D82067,15164,52.6065079499447,1.72921389787029,SystmConnect,SystmConnect,SystmConnect
HOWDALE SURGERY,D82068,7909,52.6010250274201,0.382173250361859,Accurx,Accurx,Accurx
GREAT MASSINGHAM SURGERY,D82070,6464,52.7795981364173,0.660555939036862,Silicon Health FootFall,Silicon Health FootFall,Silicon Health FootFall
EAST NORWICH MEDICAL PARTNERSHIP,D82071,14020,52.6367720663884,1.33768917167971,Silicon Health FootFall,Silicon Health FootFall,Silicon Health FootFall
BURNHAM SURGERY,D82072,3936,52.9440697246108,0.731594667425601,SystmConnect,,SystmConnect
THE LIONWOOD MEDICAL PRACTICE,D82073,15275,52.6324051072373,1.31995837476701,SystmConnect,SystmConnect,SystmConnect
LAWSON ROAD SURGERY,D82076,8770,52.6435881498498,1.29890867872997,Silicon Health FootFall,Silicon Health FootFall,Silicon Health FootFall
HEATHGATE MEDICAL PRACTICE,D82078,10026,52.5707290134722,1.34412203018238,Accurx,Accurx,Accurx
FELTWELL SURGERY,D82079,5583,52.4826615371468,0.527033085119966,Silicon Health FootFall,Silicon Health FootFall,Silicon Health FootFall
BLOFIELD SURGERY,D82080,8926,52.6375667866918,1.44968092690784,Accurx,Accurx,Accurx
HARLESTON MEDICAL PRACTICE,D82084,8088,52.4034192703845,1.29985809248661,Silicon Health FootFall,Silicon Health FootFall,Silicon Health FootFall
HINGHAM SURGERY,D82085,8046,52.5820710476321,0.986393807976805,Silicon Health FootFall,Silicon Health FootFall,Silicon Health FootFall
PROSPECT MEDICAL PRACTICE,D82087,6826,52.6442037484215,1.28548520305185,Silicon Health FootFall,Silicon Health FootFall,Silicon Health FootFall
UEA MEDICAL CENTRE,D82088,20429,52.6233772897401,1.24694835995459,Accurx,Accurx,Accurx
WOODCOCK RD SURGERY,D82096,8365,52.6525310187113,1.28099335762463,SystmConnect,SystmConnect,SystmConnect
SOUTHGATES SURGICAL & MEDICAL CENTRE,D82099,17016,52.7476427504773,0.407232225652345,SystmConnect,SystmConnect,SystmConnect
SHIPDHAM SURGERY,D82100,4592,52.6297012906986,0.894281169088588,Silicon Health FootFall,Silicon Health FootFall,Silicon Health FootFall
ACLE MEDICAL PARTNERSHIP,D82104,9509,52.6414237066728,1.54879301767604,Accurx,Accurx,Accurx
ST CLEMENTS SURGERY,D82105,7756,52.7627477604133,0.297980663970683,Accurx,Accurx,Accurx
WEST POTTERGATE MED PRAC,D82106,5972,52.6310281462354,1.28063954721711,Silicon Health FootFall,Silicon Health FootFall,Silicon Health FootFall
FLEGGBURGH SURGERY,D82600,1975,52.6731198281031,1.61389415766014,Silicon Health FootFall,Silicon Health FootFall,Silicon Health FootFall
BOUGHTON SURGERY,D82604,3568,52.5886635228965,0.509580343671707,Silicon Health FootFall,Silicon Health FootFall,Silicon Health FootFall
THE WOOTTONS SURGERY,D82618,5720,52.7896550028331,0.436504050866419,SystmConnect,SystmConnect,SystmConnect
PLOWRIGHT MEDICAL CENTRE,D82621,6954,52.6555551387579,0.686670537683649,Silicon Health FootFall,Silicon Health FootFall,Silicon Health FootFall
WINDMILL SURGERY,D82624,8719,52.5679486729336,1.11385162645793,SystmConnect,SystmConnect,SystmConnect
ALDBOROUGH SURGERY,D82628,4099,52.8623793233502,1.2475258497238,Silicon Health FootFall,Silicon Health FootFall,Silicon Health FootFall
